Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__uninitialized_fill_n<true>::__uninit_fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [527]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> > >, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [623]
                0.00    0.00       2/3           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_fill_initialize(unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [561]
[538]    0.0    0.00    0.00       3         __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__uninitialized_fill_n_a<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [538]
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::uninitialized_fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [537]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [61]
[539]    0.0    0.00    0.00       3         unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [539]
                0.00    0.00       6/6           std::_Miter_base<unsigned long*>::iterator_type std::__miter_base<unsigned long*>(unsigned long*) [480]
                0.00    0.00       3/3           unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [536]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__uninitialized_fill_n<true>::__uninit_fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [527]
[540]    0.0    0.00    0.00       3         __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [540]
                0.00    0.00       3/11          std::_Niter_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>::iterator_type std::__niter_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [450]
                0.00    0.00       3/3           __gnu_cxx::__enable_if<std::__is_scalar<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::__value, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>::__type std::__fill_n_a<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [531]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long const* std::__lower_bound<unsigned long const*, unsigned long, __gnu_cxx::__ops::_Iter_less_val>(unsigned long const*, unsigned long const*, unsigned long const&, __gnu_cxx::__ops::_Iter_less_val) [535]
[541]    0.0    0.00    0.00       3         std::iterator_traits<unsigned long const*>::difference_type std::distance<unsigned long const*>(unsigned long const*, unsigned long const*) [541]
                0.00    0.00       3/18          std::iterator_traits<unsigned long const*>::iterator_category std::__iterator_category<unsigned long const*>(unsigned long const* const&) [436]
                0.00    0.00       3/3           std::iterator_traits<unsigned long const*>::difference_type std::__distance<unsigned long const*>(unsigned long const*, unsigned long const*, std::random_access_iterator_tag) [530]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<State*>::allocator() [547]
[542]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<State*>::new_allocator() [542]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<State*>::~allocator() [548]
[543]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<State*>::~new_allocator() [543]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::swap(std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >&) [563]
[544]    0.0    0.00    0.00       2         __gnu_cxx::__alloc_traits<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_S_on_swap(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [544]
                0.00    0.00       2/2           std::__alloc_swap<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>, true>::_S_do_it(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [558]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::end() [562]
[545]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> > >::__normal_iterator(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** const&) [545]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::resize(unsigned long) [25]
[546]    0.0    0.00    0.00       2         std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::get_allocator() const [546]
                0.00    0.00       2/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_get_Tp_allocator() const [515]
                0.00    0.00       2/5           std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::allocator(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> const&) [486]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<State*, std::allocator<State*> >::_Vector_impl::_Vector_impl() [551]
[547]    0.0    0.00    0.00       2         std::allocator<State*>::allocator() [547]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<State*>::new_allocator() [542]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<State*, std::allocator<State*> >::_Vector_impl::~_Vector_impl() [552]
[548]    0.0    0.00    0.00       2         std::allocator<State*>::~allocator() [548]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<State*>::~new_allocator() [543]
-----------------------------------------------
                0.00    0.00       2/2           std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [567]
[549]    0.0    0.00    0.00       2         std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [549]
                0.00    0.00       2/4278902     std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [90]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__copy_move_a<false, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [566]
[550]    0.0    0.00    0.00       2         __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const*, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const*, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [550]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<State*, std::allocator<State*> >::_Vector_base() [553]
[551]    0.0    0.00    0.00       2         std::_Vector_base<State*, std::allocator<State*> >::_Vector_impl::_Vector_impl() [551]
                0.00    0.00       2/2           std::allocator<State*>::allocator() [547]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<State*, std::allocator<State*> >::~_Vector_base() [554]
[552]    0.0    0.00    0.00       2         std::_Vector_base<State*, std::allocator<State*> >::_Vector_impl::~_Vector_impl() [552]
                0.00    0.00       2/2           std::allocator<State*>::~allocator() [548]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<State*, std::allocator<State*> >::vector() [560]
[553]    0.0    0.00    0.00       2         std::_Vector_base<State*, std::allocator<State*> >::_Vector_base() [553]
                0.00    0.00       2/2           std::_Vector_base<State*, std::allocator<State*> >::_Vector_impl::_Vector_impl() [551]
